job_id,job_title,company,domain,location,experience_required,required_skills,job_description
JOB-0433,Flutter Developer,CyberGuard Solutions,Mobile Application Development,"Karachi, PK",Associate (1-2 yrs),"Firebase, Swift, CI/CD for Mobile, JavaScript, React Native, State Management (Provider/Bloc/Redux), REST APIs, Flutter, Git, Offline Storage (SQLite/Hive), App Store / Play Store Deployment","Looking for a Flutter Developer to lead cross-platform app initiatives. You will develop modern interactive UI layouts with Firebase, Swift, CI/CD for Mobile, JavaScript and manage local caching with Firebase Cloud Messaging. Must have strong hands-on proficiency in Firebase, Swift, CI/CD for Mobile, JavaScript, React Native, State Management (Provider/Bloc/Redux), REST APIs, Flutter, Git, Offline Storage (SQLite/Hive), App Store / Play Store Deployment. Experience with Associate (1-2 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0434,Flutter Developer,Orbital HealthTech,Mobile Application Development,"Karachi, PK",Mid Level (2-3 yrs),"Dart, CI/CD for Mobile, Mobile UI/UX Design, Swift, Firebase, Git","We are seeking a creative Flutter Developer to build high-performance mobile applications using Dart, CI/CD for Mobile, Mobile UI/UX Design, Swift. You will integrate backend REST APIs and ensure seamless 60fps animations. Must have strong hands-on proficiency in Dart, CI/CD for Mobile, Mobile UI/UX Design, Swift, Firebase, Git. Experience with Mid Level (2-3 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0435,LLM Applications Engineer,Krypton Security,AI & Machine Learning,Remote,Entry Level (0-1 yrs),"Computer Vision, Deep Learning, REST APIs, Natural Language Processing, Transformers, TensorFlow, Git, Fine-Tuning","Join our frontier AI team as an LLM Applications Engineer. You will design, train, and deploy state-of-the-art neural networks using Computer Vision, Deep Learning, REST APIs, Natural Language Processing to solve complex computer perception and NLP tasks. Must have strong hands-on proficiency in Computer Vision, Deep Learning, REST APIs, Natural Language Processing, Transformers, TensorFlow, Git, Fine-Tuning. Experience with Entry Level (0-1 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0436,React Native Developer,Pulse Software Studio,Mobile Application Development,"Dubai, UAE",Mid Level (2-3 yrs),"Native Modules, React Native, Offline Storage (SQLite/Hive), JavaScript, Push Notifications, Swift, Firebase, Mobile UI/UX Design, Git, Mobile Architecture, Flutter","Join our mobile engineering team as a React Native Developer. You will design scalable client apps, publish apps to app stores, and implement offline features using Native Modules, React Native, Offline Storage (SQLite/Hive), JavaScript. Must have strong hands-on proficiency in Native Modules, React Native, Offline Storage (SQLite/Hive), JavaScript, Push Notifications, Swift, Firebase, Mobile UI/UX Design, Git, Mobile Architecture, Flutter. Experience with Mid Level (2-3 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0437,Cloud Infrastructure Analyst,CyberGuard Solutions,Cloud Computing & DevOps,"London, UK",Associate (1-2 yrs),"Linux, Kubernetes, Helm, CI/CD Pipelines, Bash Scripting, AWS, Ansible","Looking for a high-performing Cloud Infrastructure Analyst to automate deployment lifecycles, manage container orchestration using Linux, Kubernetes, Helm, CI/CD Pipelines, and ensure 99.9% cloud infrastructure uptime. Must have strong hands-on proficiency in Linux, Kubernetes, Helm, CI/CD Pipelines, Bash Scripting, AWS, Ansible. Experience with Associate (1-2 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0438,LLM Applications Engineer,Vanguard Systems,AI & Machine Learning,Remote,Mid Level (2-3 yrs),"Scikit-Learn, NumPy, Docker, Deep Learning, PyTorch, HuggingFace, Vector Databases, Natural Language Processing, REST APIs","Join our frontier AI team as an LLM Applications Engineer. You will design, train, and deploy state-of-the-art neural networks using Scikit-Learn, NumPy, Docker, Deep Learning to solve complex computer perception and NLP tasks. Must have strong hands-on proficiency in Scikit-Learn, NumPy, Docker, Deep Learning, PyTorch, HuggingFace, Vector Databases, Natural Language Processing, REST APIs. Experience with Mid Level (2-3 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0439,Android Developer (Kotlin),DataSphere Analytics,Mobile Application Development,"London, UK",Mid Level (2-3 yrs),"CI/CD for Mobile, Git, State Management (Provider/Bloc/Redux), Firebase, JavaScript, REST APIs","Looking for a Android Developer (Kotlin) to lead cross-platform app initiatives. You will develop modern interactive UI layouts with CI/CD for Mobile, Git, State Management (Provider/Bloc/Redux), Firebase and manage local caching with Firebase Cloud Messaging. Must have strong hands-on proficiency in CI/CD for Mobile, Git, State Management (Provider/Bloc/Redux), Firebase, JavaScript, REST APIs. Experience with Mid Level (2-3 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0440,iOS Developer (Swift),Pulse Software Studio,Mobile Application Development,Hybrid,Entry Level (0-1 yrs),"Mobile Architecture, Mobile UI/UX Design, CI/CD for Mobile, Dart, JavaScript, Firebase, React Native","Join our mobile engineering team as a iOS Developer (Swift). You will design scalable client apps, publish apps to app stores, and implement offline features using Mobile Architecture, Mobile UI/UX Design, CI/CD for Mobile, Dart. Must have strong hands-on proficiency in Mobile Architecture, Mobile UI/UX Design, CI/CD for Mobile, Dart, JavaScript, Firebase, React Native. Experience with Entry Level (0-1 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0441,Web Applications Engineer,Orbital HealthTech,Full Stack & Web Development,Remote,Mid Level (2-3 yrs),"Redis, React, CSS3, Tailwind CSS, Next.js, JavaScript, TypeScript, Jest, MongoDB","We are seeking a talented Web Applications Engineer to build responsive, robust web applications using Redis, React, CSS3, Tailwind CSS. You will design REST APIs and craft smooth user interfaces with modern frameworks. Must have strong hands-on proficiency in Redis, React, CSS3, Tailwind CSS, Next.js, JavaScript, TypeScript, Jest, MongoDB. Experience with Mid Level (2-3 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0442,Cloud Infrastructure Analyst,DataSphere Analytics,Cloud Computing & DevOps,"Karachi, PK",Mid Level (2-3 yrs),"Bash Scripting, Jenkins, Helm, Azure, Git, Docker, Linux, ArgoCD, Terraform","As our Cloud Infrastructure Analyst, you will architect scalable cloud environments using Bash Scripting, Jenkins, Helm, Azure, maintain observability with Prometheus & Grafana, and enforce infrastructure security. Must have strong hands-on proficiency in Bash Scripting, Jenkins, Helm, Azure, Git, Docker, Linux, ArgoCD, Terraform. Experience with Mid Level (2-3 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0443,Information Security Specialist,Pulse Software Studio,Cybersecurity & Information Security,"Dubai, UAE",Associate (1-2 yrs),"Linux, Python Scripting, Network Security, Vulnerability Assessment, TCP/IP & Firewalls, Wireshark, Ethical Hacking, Splunk, OWASP Top 10, Incident Response","We are hiring a vigilant Information Security Specialist to monitor security operations, analyze intrusion alerts using Linux, Python Scripting, Network Security, Vulnerability Assessment, and perform vulnerability scans across enterprise systems. Must have strong hands-on proficiency in Linux, Python Scripting, Network Security, Vulnerability Assessment, TCP/IP & Firewalls, Wireshark, Ethical Hacking, Splunk, OWASP Top 10, Incident Response. Experience with Associate (1-2 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0444,Quantitative Analyst,ByteCraft Technologies,Data Science & Analytics,Remote,Associate (1-2 yrs),"Pandas, NumPy, Hypothesis Testing, Snowflake, Time Series Forecasting, Statistical Modeling","Looking for a motivated Quantitative Analyst to join our analytics team. Key responsibilities include statistical modeling, data cleaning with Pandas, NumPy, Hypothesis Testing, Snowflake, and translating data into strategic recommendations. Must have strong hands-on proficiency in Pandas, NumPy, Hypothesis Testing, Snowflake, Time Series Forecasting, Statistical Modeling. Experience with Associate (1-2 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0445,DevSecOps Associate,DevTech Innovations,Cloud Computing & DevOps,"Islamabad, PK",Entry Level (0-1 yrs),"CI/CD Pipelines, Infrastructure as Code, Docker, Terraform, Helm, GitHub Actions, Jenkins","We are seeking a DevSecOps Associate passionate about automation. You will implement CI/CD pipelines, configure cloud services with CI/CD Pipelines, Infrastructure as Code, Docker, Terraform, and streamline developer workflows. Must have strong hands-on proficiency in CI/CD Pipelines, Infrastructure as Code, Docker, Terraform, Helm, GitHub Actions, Jenkins. Experience with Entry Level (0-1 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0446,Machine Learning Engineer,Synergy Global,AI & Machine Learning,"Islamabad, PK",Entry Level (0-1 yrs),"Model Optimization, MLflow, NumPy, Deep Learning, Natural Language Processing, Mathematics & Linear Algebra, Transformers","We are hiring a Machine Learning Engineer to scale our ML infrastructure. Responsibilities include training vision and language models using Model Optimization, MLflow, NumPy, Deep Learning and continuous MLOps pipelines. Must have strong hands-on proficiency in Model Optimization, MLflow, NumPy, Deep Learning, Natural Language Processing, Mathematics & Linear Algebra, Transformers. Experience with Entry Level (0-1 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0447,Cloud Infrastructure Analyst,Alpha Cloud Systems,Cloud Computing & DevOps,"Dubai, UAE",Associate (1-2 yrs),"Bash Scripting, Infrastructure as Code, Docker, Git, GitHub Actions, Kubernetes, Helm, Terraform, Linux","We are seeking a Cloud Infrastructure Analyst passionate about automation. You will implement CI/CD pipelines, configure cloud services with Bash Scripting, Infrastructure as Code, Docker, Git, and streamline developer workflows. Must have strong hands-on proficiency in Bash Scripting, Infrastructure as Code, Docker, Git, GitHub Actions, Kubernetes, Helm, Terraform, Linux. Experience with Associate (1-2 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0448,Data Analyst,Alpha Cloud Systems,Data Science & Analytics,Remote,Mid Level (2-3 yrs),"SQL, Scikit-Learn, A/B Testing, Hypothesis Testing, Git, Pandas, Data Visualization, Feature Engineering","We are seeking a Data Analyst with strong analytical abilities. You will extract actionable insights from large datasets, build predictive models using SQL, Scikit-Learn, A/B Testing, Hypothesis Testing, and build dashboards in Power BI for stakeholders. Must have strong hands-on proficiency in SQL, Scikit-Learn, A/B Testing, Hypothesis Testing, Git, Pandas, Data Visualization, Feature Engineering. Experience with Mid Level (2-3 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0449,Threat Intelligence Analyst,Starlight Media Labs,Cybersecurity & Information Security,"Karachi, PK",Associate (1-2 yrs),"Metasploit, Cryptography Basics, Ethical Hacking, Vulnerability Assessment, Wireshark, TCP/IP & Firewalls, SIEM Tools, Python Scripting","Seeking an energetic Threat Intelligence Analyst to conduct threat hunting and pen-testing. Key responsibilities include identifying software vulnerabilities using Metasploit, Cryptography Basics, Ethical Hacking, Vulnerability Assessment and Burp Suite. Must have strong hands-on proficiency in Metasploit, Cryptography Basics, Ethical Hacking, Vulnerability Assessment, Wireshark, TCP/IP & Firewalls, SIEM Tools, Python Scripting. Experience with Associate (1-2 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
